#YY,MM,DD,hh,mm,WDIR,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,nmi,hPa,ft
2022,3,9,18,6,240,0.5,1,MM,MM,MM,MM,1018.7,23.5,24.9,MM,MM,MM,MM
2022,3,9,18,0,220,0.5,1,MM,MM,MM,MM,1018.5,23.4,24.9,MM,MM,1,MM
2022,3,9,17,54,190,0.5,1,MM,MM,MM,MM,1018.5,23.2,24.9,MM,MM,MM,MM
2022,3,9,17,48,MM,0,0.5,MM,MM,MM,MM,1018.4,23.2,24.8,MM,MM,MM,MM
2022,3,9,17,42,MM,0,0.5,MM,MM,MM,MM,1018.3,23.4,24.9,MM,MM,MM,MM
2022,3,9,17,36,280,0.5,1,MM,MM,MM,MM,1018.2,22.8,24.9,MM,MM,MM,MM
2022,3,9,17,30,MM,0,0.5,MM,MM,MM,MM,1018.1,22.7,24.9,MM,MM,MM,MM
2022,3,9,17,24,320,0.5,1,MM,MM,MM,MM,1017.9,22.5,24.9,MM,MM,MM,MM
2022,3,9,17,18,330,0.5,1,MM,MM,MM,MM,1017.9,22.3,24.9,MM,MM,MM,MM
2022,3,9,17,12,MM,0,1,MM,MM,MM,MM,1017.8,22.1,24.9,MM,MM,MM,MM
2022,3,9,17,6,MM,0,2.6,MM,MM,MM,MM,1017.8,22.1,24.9,MM,MM,MM,MM
2022,3,9,17,0,100,1,2.1,MM,MM,MM,MM,1017.7,22,24.9,MM,MM,0.3,MM
2022,3,9,16,54,100,1,1.5,MM,MM,MM,MM,1017.7,21.8,24.9,MM,MM,MM,MM
2022,3,9,16,48,110,0.5,1,MM,MM,MM,MM,1017.7,21.8,24.9,MM,MM,MM,MM
2022,3,9,16,42,120,0.5,1,MM,MM,MM,MM,1017.7,21.8,24.9,MM,MM,MM,MM
2022,3,9,16,36,100,0.5,1,MM,MM,MM,MM,1017.7,21.7,24.9,MM,MM,MM,MM
2022,3,9,16,30,110,0.5,1,MM,MM,MM,MM,1017.8,21.7,24.9,MM,MM,MM,MM
2022,3,9,16,24,MM,0,1,MM,MM,MM,MM,1017.8,21.7,24.9,MM,MM,MM,MM
2022,3,9,16,18,MM,0,0.5,MM,MM,MM,MM,1017.9,21.7,24.9,MM,MM,MM,MM
2022,3,9,16,12,MM,0,1,MM,MM,MM,MM,1017.9,21.7,24.9,MM,MM,MM,MM
2022,3,9,16,6,330,0.5,1,MM,MM,MM,MM,1017.9,21.8,24.9,MM,MM,MM,MM
2022,3,9,16,0,100,0.5,1,MM,MM,MM,MM,1018,21.6,24.9,MM,MM,0.5,MM
2022,3,9,15,54,MM,0,0.5,MM,MM,MM,MM,1018,21.8,24.9,MM,MM,MM,MM
2022,3,9,15,48,MM,0,1,MM,MM,MM,MM,1017.9,21.8,24.9,MM,MM,MM,MM
2022,3,9,15,42,MM,0,0.5,MM,MM,MM,MM,1017.9,21.7,24.9,MM,MM,MM,MM
2022,3,9,15,36,MM,0,0.5,MM,MM,MM,MM,1017.8,21.8,24.9,MM,MM,MM,MM
2022,3,9,15,30,MM,0,0.5,MM,MM,MM,MM,1017.7,22,24.9,MM,MM,MM,MM
2022,3,9,15,24,MM,0,0.5,MM,MM,MM,MM,1017.6,22,24.9,MM,MM,MM,MM
2022,3,9,15,18,MM,0,1,MM,MM,MM,MM,1017.6,22.1,24.9,MM,MM,MM,MM
2022,3,9,15,12,MM,0,0.5,MM,MM,MM,MM,1017.6,22.2,24.9,MM,MM,MM,MM
2022,3,9,15,6,MM,0,1,MM,MM,MM,MM,1017.5,22.2,24.9,MM,MM,MM,MM
2022,3,9,15,0,160,0.5,1,MM,MM,MM,MM,1017.5,22.1,24.9,MM,MM,0,MM
2022,3,9,14,54,MM,0,0,MM,MM,MM,MM,1017.5,21.8,24.9,MM,MM,MM,MM
2022,3,9,14,48,MM,0,1,MM,MM,MM,MM,1017.4,21.8,24.9,MM,MM,MM,MM
2022,3,9,14,42,110,0.5,1,MM,MM,MM,MM,1017.4,22,24.9,MM,MM,MM,MM
2022,3,9,14,36,140,0.5,1,MM,MM,MM,MM,1017.4,21.9,24.9,MM,MM,MM,MM
2022,3,9,14,30,MM,0,0.5,MM,MM,MM,MM,1017.3,22.1,24.9,MM,MM,MM,MM
2022,3,9,14,24,MM,0,1,MM,MM,MM,MM,1017.3,22.5,24.9,MM,MM,MM,MM
2022,3,9,14,18,170,0.5,1.5,MM,MM,MM,MM,1017.3,22.2,24.9,MM,MM,MM,MM
2022,3,9,14,12,MM,0,0,MM,MM,MM,MM,1017.4,22,24.9,MM,MM,MM,MM
2022,3,9,14,6,MM,0,1,MM,MM,MM,MM,1017.3,22,24.9,MM,MM,MM,MM
2022,3,9,14,0,MM,0,1,MM,MM,MM,MM,1017.4,22.3,24.9,MM,MM,-1.2,MM
2022,3,9,13,54,350,0.5,1,MM,MM,MM,MM,1017.4,22.4,24.9,MM,MM,MM,MM
2022,3,9,13,48,MM,0,1,MM,MM,MM,MM,1017.4,22,24.9,MM,MM,MM,MM
2022,3,9,13,42,MM,0,1.5,MM,MM,MM,MM,1017.3,22.1,24.9,MM,MM,MM,MM
2022,3,9,13,36,80,0.5,1,MM,MM,MM,MM,1017.3,22.1,24.9,MM,MM,MM,MM
2022,3,9,13,30,MM,0,1.5,MM,MM,MM,MM,1017.3,22.4,24.9,MM,MM,MM,MM
2022,3,9,13,24,90,0.5,1,MM,MM,MM,MM,1017.4,22.3,24.9,MM,MM,MM,MM
2022,3,9,13,18,MM,0,1,MM,MM,MM,MM,1017.4,22.5,24.9,MM,MM,MM,MM
2022,3,9,13,12,40,1,1.5,MM,MM,MM,MM,1017.4,22.6,24.9,MM,MM,MM,MM
2022,3,9,13,6,50,0.5,1,MM,MM,MM,MM,1017.5,22.2,24.9,MM,MM,MM,MM
2022,3,9,13,0,MM,0,0.5,MM,MM,MM,MM,1017.5,22.6,24.9,MM,MM,-1.2,MM
2022,3,9,12,54,MM,0,1.5,MM,MM,MM,MM,1017.6,22.8,24.9,MM,MM,MM,MM
2022,3,9,12,48,310,1,1.5,MM,MM,MM,MM,1017.7,23,24.9,MM,MM,MM,MM
2022,3,9,12,42,310,1,1.5,MM,MM,MM,MM,1017.8,23,24.9,MM,MM,MM,MM
2022,3,9,12,36,270,1.5,1.5,MM,MM,MM,MM,1017.7,23.1,24.9,MM,MM,MM,MM
2022,3,9,12,30,270,1,1.5,MM,MM,MM,MM,1017.7,23,24.9,MM,MM,MM,MM
2022,3,9,12,24,270,1,1,MM,MM,MM,MM,1017.6,23,24.9,MM,MM,MM,MM
2022,3,9,12,18,270,0.5,1,MM,MM,MM,MM,1017.6,23.1,24.9,MM,MM,MM,MM
2022,3,9,12,12,270,1,1.5,MM,MM,MM,MM,1017.5,23.1,24.9,MM,MM,MM,MM
2022,3,9,12,6,240,1,1,MM,MM,MM,MM,1017.5,23.1,24.9,MM,MM,MM,MM
2022,3,9,12,0,190,1,1,MM,MM,MM,MM,1017.6,22.9,24.9,MM,MM,-1.4,MM
2022,3,9,11,54,MM,0,0,MM,MM,MM,MM,1017.6,22.9,24.9,MM,MM,MM,MM
2022,3,9,11,48,MM,0,0,MM,MM,MM,MM,1017.7,22.9,25,MM,MM,MM,MM
2022,3,9,11,42,MM,0,0,MM,MM,MM,MM,1017.8,22.9,25,MM,MM,MM,MM
2022,3,9,11,36,MM,0,0.5,MM,MM,MM,MM,1017.9,22.8,25,MM,MM,MM,MM
2022,3,9,11,30,MM,0,1,MM,MM,MM,MM,1018,22.9,25,MM,MM,MM,MM
2022,3,9,11,24,MM,0,0.5,MM,MM,MM,MM,1018.1,23,25,MM,MM,MM,MM
2022,3,9,11,18,70,0.5,0.5,MM,MM,MM,MM,1018.2,23,25,MM,MM,MM,MM
2022,3,9,11,12,MM,0,1,MM,MM,MM,MM,1018.3,23.2,25,MM,MM,MM,MM
2022,3,9,11,6,MM,0,1,MM,MM,MM,MM,1018.5,23.2,25,MM,MM,MM,MM
2022,3,9,11,0,MM,0,1,MM,MM,MM,MM,1018.6,23.2,25,MM,MM,-0.4,MM
2022,3,9,10,54,MM,0,1,MM,MM,MM,MM,1018.7,23.1,25,MM,MM,MM,MM
2022,3,9,10,48,MM,0,0.5,MM,MM,MM,MM,1018.8,23.3,25,MM,MM,MM,MM
2022,3,9,10,42,MM,0,1.5,MM,MM,MM,MM,1018.8,23.4,25,MM,MM,MM,MM
2022,3,9,10,36,80,1,1.5,MM,MM,MM,MM,1018.8,23.4,25,MM,MM,MM,MM
2022,3,9,10,30,MM,0,1.5,MM,MM,MM,MM,1018.8,23.4,25,MM,MM,MM,MM
2022,3,9,10,24,180,1.5,1.5,MM,MM,MM,MM,1018.8,23.3,25,MM,MM,MM,MM
2022,3,9,10,18,170,0.5,1,MM,MM,MM,MM,1018.8,23.2,25,MM,MM,MM,MM
2022,3,9,10,12,MM,0,0.5,MM,MM,MM,MM,1018.8,23.3,25,MM,MM,MM,MM
2022,3,9,10,6,MM,0,0.5,MM,MM,MM,MM,1018.8,23.5,25,MM,MM,MM,MM
2022,3,9,10,0,30,0.5,1,MM,MM,MM,MM,1018.7,23.3,25,MM,MM,0.5,MM
2022,3,9,9,54,MM,0,0.5,MM,MM,MM,MM,1018.7,23.4,25,MM,MM,MM,MM
2022,3,9,9,48,180,1,1,MM,MM,MM,MM,1018.8,23.4,25.1,MM,MM,MM,MM
2022,3,9,9,42,MM,0,0.5,MM,MM,MM,MM,1018.8,23.3,25.1,MM,MM,MM,MM
2022,3,9,9,36,MM,0,0.5,MM,MM,MM,MM,1018.9,23.4,25,MM,MM,MM,MM
2022,3,9,9,30,150,0.5,1.5,MM,MM,MM,MM,1018.9,23.5,25,MM,MM,MM,MM
2022,3,9,9,24,100,1.5,2.6,MM,MM,MM,MM,1019,23.5,25,MM,MM,MM,MM
2022,3,9,9,18,MM,0,1,MM,MM,MM,MM,1018.9,23.5,25,MM,MM,MM,MM
2022,3,9,9,12,MM,0,0.5,MM,MM,MM,MM,1018.9,23.5,25.1,MM,MM,MM,MM
2022,3,9,9,6,MM,0,1.5,MM,MM,MM,MM,1018.9,23.6,25.1,MM,MM,MM,MM
2022,3,9,9,0,90,1,2.1,MM,MM,MM,MM,1019,23.5,25.1,MM,MM,1.2,MM
2022,3,9,8,54,MM,0,1.5,MM,MM,MM,MM,1019,23.4,25.1,MM,MM,MM,MM
2022,3,9,8,48,MM,0,1,MM,MM,MM,MM,1018.9,23.5,25.1,MM,MM,MM,MM
2022,3,9,8,42,MM,0,1,MM,MM,MM,MM,1018.9,23.5,25.1,MM,MM,MM,MM
2022,3,9,8,36,60,1,1.5,MM,MM,MM,MM,1018.9,23.5,25.1,MM,MM,MM,MM
2022,3,9,8,30,MM,0,1,MM,MM,MM,MM,1018.9,23.6,25.1,MM,MM,MM,MM
2022,3,9,8,24,MM,0,1.5,MM,MM,MM,MM,1019,23.6,25.1,MM,MM,MM,MM
2022,3,9,8,18,160,1,1.5,MM,MM,MM,MM,1019,23.5,25.1,MM,MM,MM,MM
2022,3,9,8,12,200,1.5,2.1,MM,MM,MM,MM,1019.1,23.7,25.1,MM,MM,MM,MM
2022,3,9,8,6,200,1,1.5,MM,MM,MM,MM,1019.1,23.7,25.1,MM,MM,MM,MM
2022,3,9,8,0,190,1.5,1.5,MM,MM,MM,MM,1019,23.6,25.1,MM,MM,1.7,MM
2022,3,9,7,54,270,1,1,MM,MM,MM,MM,1018.9,23.7,25.1,MM,MM,MM,MM
2022,3,9,7,48,MM,0,0.5,MM,MM,MM,MM,1018.8,23.6,25.1,MM,MM,MM,MM
2022,3,9,7,42,MM,0,0.5,MM,MM,MM,MM,1018.8,23.6,25.1,MM,MM,MM,MM
2022,3,9,7,36,360,0.5,1,MM,MM,MM,MM,1018.6,23.6,25.1,MM,MM,MM,MM
2022,3,9,7,30,70,1,1,MM,MM,MM,MM,1018.6,23.6,25.1,MM,MM,MM,MM
2022,3,9,7,24,MM,0,1,MM,MM,MM,MM,1018.5,23.7,25.1,MM,MM,MM,MM
2022,3,9,7,18,60,1.5,2.6,MM,MM,MM,MM,1018.4,23.7,25.1,MM,MM,MM,MM
2022,3,9,7,12,50,1,1.5,MM,MM,MM,MM,1018.3,23.5,25.1,MM,MM,MM,MM
2022,3,9,7,6,50,1,1.5,MM,MM,MM,MM,1018.3,23.6,25.1,MM,MM,MM,MM
2022,3,9,7,0,60,0.5,2.1,MM,MM,MM,MM,1018.2,23.6,25.2,MM,MM,1,MM
2022,3,9,6,54,90,1,2.1,MM,MM,MM,MM,1018,23.7,25.2,MM,MM,MM,MM
2022,3,9,6,48,50,1,2.1,MM,MM,MM,MM,1018,23.6,25.2,MM,MM,MM,MM
2022,3,9,6,42,100,0.5,1,MM,MM,MM,MM,1017.9,23.8,25.2,MM,MM,MM,MM
2022,3,9,6,36,MM,0,1,MM,MM,MM,MM,1017.9,23.8,25.2,MM,MM,MM,MM
2022,3,9,6,30,190,1,2.1,MM,MM,MM,MM,1017.9,23.8,25.2,MM,MM,MM,MM
2022,3,9,6,24,190,1,1.5,MM,MM,MM,MM,1017.8,23.9,25.2,MM,MM,MM,MM
2022,3,9,6,18,70,0.5,2.6,MM,MM,MM,MM,1017.8,23.9,25.2,MM,MM,MM,MM
2022,3,9,6,12,110,0.5,1,MM,MM,MM,MM,1017.9,24,25.2,MM,MM,MM,MM
2022,3,9,6,6,MM,0,1,MM,MM,MM,MM,1017.9,23.9,25.2,MM,MM,MM,MM
2022,3,9,6,0,MM,0,2.1,MM,MM,MM,MM,1017.8,23.9,25.2,MM,MM,1.2,MM
2022,3,9,5,54,350,1,1.5,MM,MM,MM,MM,1017.8,23.9,25.2,MM,MM,MM,MM
2022,3,9,5,48,MM,0,1.5,MM,MM,MM,MM,1017.8,23.8,25.2,MM,MM,MM,MM
2022,3,9,5,42,60,1,2.1,MM,MM,MM,MM,1017.7,23.9,25.2,MM,MM,MM,MM
2022,3,9,5,36,100,0.5,2.1,MM,MM,MM,MM,1017.6,23.9,25.1,MM,MM,MM,MM
2022,3,9,5,30,70,0.5,2.1,MM,MM,MM,MM,1017.4,23.9,25.1,MM,MM,MM,MM
2022,3,9,5,24,70,1,2.1,MM,MM,MM,MM,1017.4,23.9,25.2,MM,MM,MM,MM
2022,3,9,5,18,MM,0,2.6,MM,MM,MM,MM,1017.4,24,25.2,MM,MM,MM,MM
2022,3,9,5,12,90,1,3.6,MM,MM,MM,MM,1017.3,24.1,25.2,MM,MM,MM,MM
2022,3,9,5,6,120,2.1,3.1,MM,MM,MM,MM,1017.3,24.1,25.2,MM,MM,MM,MM
2022,3,9,5,0,130,2.1,3.1,MM,MM,MM,MM,1017.3,24.2,25.1,MM,MM,0.9,MM
2022,3,9,4,54,70,1,3.1,MM,MM,MM,MM,1017.3,24.3,25.1,MM,MM,MM,MM
2022,3,9,4,48,60,1.5,3.1,MM,MM,MM,MM,1017.3,24.4,25.1,MM,MM,MM,MM
2022,3,9,4,42,50,1.5,2.6,MM,MM,MM,MM,1017.3,24.5,25.2,MM,MM,MM,MM
2022,3,9,4,36,60,1.5,2.6,MM,MM,MM,MM,1017.4,24.5,25.2,MM,MM,MM,MM
2022,3,9,4,30,60,2.6,3.6,MM,MM,MM,MM,1017.3,24.5,25.1,MM,MM,MM,MM
2022,3,9,4,24,70,2.6,4.6,MM,MM,MM,MM,1017.3,24.6,25.2,MM,MM,MM,MM
2022,3,9,4,18,60,2.1,3.6,MM,MM,MM,MM,1017.2,24.7,25.3,MM,MM,MM,MM
2022,3,9,4,12,70,2.1,3.6,MM,MM,MM,MM,1017.2,24.7,25.3,MM,MM,MM,MM
2022,3,9,4,6,80,2.1,3.6,MM,MM,MM,MM,1017.2,25,25.3,MM,MM,MM,MM
2022,3,9,4,0,60,2.1,4.1,MM,MM,MM,MM,1017.2,25,25.3,MM,MM,0.7,MM
2022,3,9,3,54,90,2.1,2.6,MM,MM,MM,MM,1017.1,25.1,25.3,MM,MM,MM,MM
2022,3,9,3,48,60,1.5,3.6,MM,MM,MM,MM,1017.1,25.3,25.4,MM,MM,MM,MM
2022,3,9,3,42,110,2.1,4.1,MM,MM,MM,MM,1017,25.3,25.4,MM,MM,MM,MM
2022,3,9,3,36,70,1,2.6,MM,MM,MM,MM,1017,25.5,25.4,MM,MM,MM,MM
2022,3,9,3,30,60,2.1,4.1,MM,MM,MM,MM,1016.9,25.3,25.3,MM,MM,MM,MM
2022,3,9,3,24,60,2.1,4.1,MM,MM,MM,MM,1016.9,25,25.3,MM,MM,MM,MM
2022,3,9,3,18,60,2.6,3.6,MM,MM,MM,MM,1016.7,25,25.4,MM,MM,MM,MM
2022,3,9,3,12,40,2.1,4.1,MM,MM,MM,MM,1016.5,25.2,25.4,MM,MM,MM,MM
2022,3,9,3,6,60,2.6,4.1,MM,MM,MM,MM,1016.5,25,25.4,MM,MM,MM,MM
2022,3,9,3,0,60,2.6,4.6,MM,MM,MM,MM,1016.6,25,25.3,MM,MM,0,MM
2022,3,9,2,54,30,2.1,3.1,MM,MM,MM,MM,1016.6,25,25.3,MM,MM,MM,MM
2022,3,9,2,48,60,3.1,4.6,MM,MM,MM,MM,1016.7,24.8,25.3,MM,MM,MM,MM
2022,3,9,2,42,50,3.6,4.6,MM,MM,MM,MM,1016.7,24.9,25.3,MM,MM,MM,MM
2022,3,9,2,36,70,2.6,5.1,MM,MM,MM,MM,1016.7,25,25.3,MM,MM,MM,MM
2022,3,9,2,30,50,3.1,5.7,MM,MM,MM,MM,1016.7,24.8,25.3,MM,MM,MM,MM
2022,3,9,2,24,40,2.6,4.6,MM,MM,MM,MM,1016.7,25.1,25.3,MM,MM,MM,MM
2022,3,9,2,18,60,2.6,5.7,MM,MM,MM,MM,1016.7,25.1,25.3,MM,MM,MM,MM
2022,3,9,2,12,50,4.1,5.7,MM,MM,MM,MM,1016.7,24.9,25.3,MM,MM,MM,MM
2022,3,9,2,6,60,3.6,4.6,MM,MM,MM,MM,1016.5,25.3,25.3,MM,MM,MM,MM
2022,3,9,2,0,70,3.6,5.1,MM,MM,MM,MM,1016.4,25.3,25.3,MM,MM,-1.1,MM
2022,3,9,1,54,60,3.1,4.6,MM,MM,MM,MM,1016.4,25.4,25.3,MM,MM,MM,MM
2022,3,9,1,48,120,2.6,5.1,MM,MM,MM,MM,1016.3,25.7,25.3,MM,MM,MM,MM
2022,3,9,1,42,50,2.6,4.6,MM,MM,MM,MM,1016.3,25.5,25.3,MM,MM,MM,MM
2022,3,9,1,36,50,3.1,5.1,MM,MM,MM,MM,1016.3,25.6,25.2,MM,MM,MM,MM
2022,3,9,1,30,90,2.1,3.6,MM,MM,MM,MM,1016.3,25.9,25.2,MM,MM,MM,MM
2022,3,9,1,24,50,3.1,6.2,MM,MM,MM,MM,1016.3,25.6,25.2,MM,MM,MM,MM
2022,3,9,1,18,60,2.1,4.6,MM,MM,MM,MM,1016.3,26.4,25.2,MM,MM,MM,MM
2022,3,9,1,12,360,2.1,3.6,MM,MM,MM,MM,1016.3,26,25.2,MM,MM,MM,MM
2022,3,9,1,6,30,2.6,4.6,MM,MM,MM,MM,1016.4,26.1,25.2,MM,MM,MM,MM
2022,3,9,1,0,30,1.5,4.1,MM,MM,MM,MM,1016.5,26.2,25.2,MM,MM,-2,MM
2022,3,9,0,54,100,1.5,5.1,MM,MM,MM,MM,1016.5,26,25.2,MM,MM,MM,MM
2022,3,9,0,48,70,1.5,4.6,MM,MM,MM,MM,1016.5,26.1,25.2,MM,MM,MM,MM
2022,3,9,0,42,40,1.5,3.6,MM,MM,MM,MM,1016.6,26.3,25.2,MM,MM,MM,MM
2022,3,9,0,36,40,1.5,3.6,MM,MM,MM,MM,1016.6,26.3,25.2,MM,MM,MM,MM
2022,3,9,0,30,80,1.5,3.6,MM,MM,MM,MM,1016.5,26.1,25.2,MM,MM,MM,MM
2022,3,9,0,24,70,2.1,4.1,MM,MM,MM,MM,1016.6,25.9,25.2,MM,MM,MM,MM
2022,3,9,0,18,160,1,4.1,MM,MM,MM,MM,1016.7,25.9,25.2,MM,MM,MM,MM
2022,3,9,0,12,120,2.6,4.1,MM,MM,MM,MM,1016.7,26.1,25.2,MM,MM,MM,MM
2022,3,9,0,6,70,1.5,3.6,MM,MM,MM,MM,1016.8,26.2,25.2,MM,MM,MM,MM
2022,3,9,0,0,50,2.6,5.1,MM,MM,MM,MM,1016.8,25.7,25.2,MM,MM,-2.5,MM
2022,3,8,23,54,50,2.6,5.1,MM,MM,MM,MM,1016.8,25.8,25.2,MM,MM,MM,MM
2022,3,8,23,48,140,2.1,5.7,MM,MM,MM,MM,1016.9,26,25.2,MM,MM,MM,MM
2022,3,8,23,42,130,1,3.1,MM,MM,MM,MM,1016.9,26.1,25.2,MM,MM,MM,MM
2022,3,8,23,36,50,1.5,3.6,MM,MM,MM,MM,1017,26,25.2,MM,MM,MM,MM
2022,3,8,23,30,60,2.6,3.6,MM,MM,MM,MM,1017.1,25.8,25.2,MM,MM,MM,MM
2022,3,8,23,24,60,3.1,4.6,MM,MM,MM,MM,1017.2,25.7,25.2,MM,MM,MM,MM
2022,3,8,23,18,50,2.6,5.1,MM,MM,MM,MM,1017.2,25.8,25.2,MM,MM,MM,MM
2022,3,8,23,12,50,1.5,3.1,MM,MM,MM,MM,1017.3,25.9,25.1,MM,MM,MM,MM
2022,3,8,23,6,40,2.1,3.6,MM,MM,MM,MM,1017.4,25.8,25.1,MM,MM,MM,MM
2022,3,8,23,0,350,2.6,4.6,MM,MM,MM,MM,1017.5,25.4,25.1,MM,MM,-2.2,MM
2022,3,8,22,54,50,3.1,5.1,MM,MM,MM,MM,1017.6,25.2,25,MM,MM,MM,MM
2022,3,8,22,48,60,3.6,5.7,MM,MM,MM,MM,1017.7,25.8,25,MM,MM,MM,MM
2022,3,8,22,42,40,2.1,5.7,MM,MM,MM,MM,1017.8,25.6,25,MM,MM,MM,MM
2022,3,8,22,36,60,3.6,6.7,MM,MM,MM,MM,1017.9,25.5,25,MM,MM,MM,MM
2022,3,8,22,30,360,1.5,5.7,MM,MM,MM,MM,1017.9,25.5,25,MM,MM,MM,MM
2022,3,8,22,24,40,4.1,6.7,MM,MM,MM,MM,1018,25.6,25,MM,MM,MM,MM
2022,3,8,22,18,60,3.1,5.7,MM,MM,MM,MM,1018.1,25.7,25,MM,MM,MM,MM
2022,3,8,22,12,60,3.6,6.2,MM,MM,MM,MM,1018.2,25.2,25,MM,MM,MM,MM
2022,3,8,22,6,60,4.1,6.7,MM,MM,MM,MM,1018.4,25.2,25,MM,MM,MM,MM
2022,3,8,22,0,50,3.6,5.7,MM,MM,MM,MM,1018.5,25,24.9,MM,MM,-0.9,MM
2022,3,8,21,54,50,4.1,5.7,MM,MM,MM,MM,1018.6,25.2,24.9,MM,MM,MM,MM
2022,3,8,21,48,50,4.1,6.2,MM,MM,MM,MM,1018.7,25,24.9,MM,MM,MM,MM
2022,3,8,21,42,70,3.6,5.7,MM,MM,MM,MM,1018.8,25.1,24.9,MM,MM,MM,MM
2022,3,8,21,36,60,3.1,5.7,MM,MM,MM,MM,1018.9,25.2,24.8,MM,MM,MM,MM
2022,3,8,21,30,70,2.6,4.6,MM,MM,MM,MM,1019,25.2,24.8,MM,MM,MM,MM
2022,3,8,21,24,70,3.1,5.7,MM,MM,MM,MM,1019.1,25.4,24.8,MM,MM,MM,MM
2022,3,8,21,18,80,1.5,4.6,MM,MM,MM,MM,1019.1,25.7,24.8,MM,MM,MM,MM
2022,3,8,21,12,70,3.6,5.7,MM,MM,MM,MM,1019.2,25.4,24.8,MM,MM,MM,MM
2022,3,8,21,6,40,2.1,4.1,MM,MM,MM,MM,1019.2,25.6,24.8,MM,MM,MM,MM
2022,3,8,21,0,360,1.5,2.6,MM,MM,MM,MM,1019.3,25.2,24.9,MM,MM,0,MM
2022,3,8,20,54,40,1.5,3.6,MM,MM,MM,MM,1019.5,25,24.9,MM,MM,MM,MM
2022,3,8,20,48,360,2.6,4.6,MM,MM,MM,MM,1019.4,24.7,24.9,MM,MM,MM,MM
2022,3,8,20,42,350,2.6,3.6,MM,MM,MM,MM,1019.5,24.7,24.9,MM,MM,MM,MM
2022,3,8,20,36,360,2.6,3.1,MM,MM,MM,MM,1019.6,24.6,24.9,MM,MM,MM,MM
2022,3,8,20,30,50,1,4.1,MM,MM,MM,MM,1019.6,24.6,24.9,MM,MM,MM,MM
2022,3,8,20,24,80,2.6,3.6,MM,MM,MM,MM,1019.6,24.8,24.9,MM,MM,MM,MM
2022,3,8,20,18,60,1,4.1,MM,MM,MM,MM,1019.6,24.7,24.9,MM,MM,MM,MM
2022,3,8,20,12,70,2.1,2.6,MM,MM,MM,MM,1019.6,24.6,24.9,MM,MM,MM,MM
2022,3,8,20,6,60,2.6,3.6,MM,MM,MM,MM,1019.6,24.5,24.9,MM,MM,MM,MM
2022,3,8,20,0,20,1.5,2.6,MM,MM,MM,MM,1019.7,24.5,24.9,MM,MM,1.3,MM
2022,3,8,19,54,50,2.1,3.1,MM,MM,MM,MM,1019.8,24.2,24.9,MM,MM,MM,MM
2022,3,8,19,48,80,0.5,2.1,MM,MM,MM,MM,1019.8,24.4,24.9,MM,MM,MM,MM
2022,3,8,19,42,50,1.5,3.6,MM,MM,MM,MM,1019.8,24.1,24.9,MM,MM,MM,MM
2022,3,8,19,36,60,1,3.6,MM,MM,MM,MM,1019.7,23.9,24.9,MM,MM,MM,MM
2022,3,8,19,30,50,1.5,2.6,MM,MM,MM,MM,1019.7,23.9,24.9,MM,MM,MM,MM
2022,3,8,19,24,40,1,2.1,MM,MM,MM,MM,1019.7,24.1,24.9,MM,MM,MM,MM
2022,3,8,19,18,70,0.5,1.5,MM,MM,MM,MM,1019.8,24.3,24.9,MM,MM,MM,MM
2022,3,8,19,12,MM,0,2.1,MM,MM,MM,MM,1019.7,24.2,25,MM,MM,MM,MM
2022,3,8,19,6,40,2.1,2.6,MM,MM,MM,MM,1019.6,24,25,MM,MM,MM,MM
2022,3,8,19,0,120,1.5,2.1,MM,MM,MM,MM,1019.4,23.9,25,MM,MM,1.5,MM
2022,3,8,18,54,10,1,1.5,MM,MM,MM,MM,1019.4,23,24.9,MM,MM,MM,MM
2022,3,8,18,48,340,0.5,2.1,MM,MM,MM,MM,1019.3,22.7,24.9,MM,MM,MM,MM
2022,3,8,18,42,310,1,1.5,MM,MM,MM,MM,1019.3,22.5,24.9,MM,MM,MM,MM
2022,3,8,18,36,320,1,1.5,MM,MM,MM,MM,1019.4,22.5,24.9,MM,MM,MM,MM
2022,3,8,18,30,310,1.5,2.1,MM,MM,MM,MM,1019.3,22.3,25,MM,MM,MM,MM
2022,3,8,18,24,10,1,1.5,MM,MM,MM,MM,1019.2,22.3,25,MM,MM,MM,MM
2022,3,8,18,18,360,1,2.1,MM,MM,MM,MM,1019.2,22.2,24.9,MM,MM,MM,MM
2022,3,8,18,12,40,1,2.1,MM,MM,MM,MM,1019.2,21.6,24.9,MM,MM,MM,MM
2022,3,8,18,6,50,2.1,3.6,MM,MM,MM,MM,1019.2,21.4,25,MM,MM,MM,MM
2022,3,8,18,0,130,1,2.6,MM,MM,MM,MM,1019.3,21.4,25,MM,MM,2,MM
2022,3,8,17,54,70,1.5,4.1,MM,MM,MM,MM,1019.3,21.8,24.9,MM,MM,MM,MM
2022,3,8,17,48,100,1.5,2.6,MM,MM,MM,MM,1019.1,22.7,24.9,MM,MM,MM,MM
2022,3,8,17,42,110,1,2.1,MM,MM,MM,MM,1019,22.9,24.9,MM,MM,MM,MM
2022,3,8,17,36,90,1,2.1,MM,MM,MM,MM,1018.9,22.9,25,MM,MM,MM,MM
