,year,event,round,heat,name,scores
39,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 10 Watch replay,Griffin Colapinto,"[0.3, 1.23, 0.57, 0.27, 0.67, 0.6, 2.77, 3.23, 2.87, 8.17]"
40,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 10 Watch replay,Miguel Pupo,"[4.67, 0.3, 0.2, 0.93, 1.93, 3.3, 0.6]"
41,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 10 Watch replay,Julian Wilson,"[2.83, 0.63, 0.57]"
42,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 11 Watch replay,Jack Freestone,"[0.67, 8.17, 0.47, 0.17, 8.0, 0.93]"
43,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 11 Watch replay,Seth Moniz,"[1.27, 6.33, 0.97, 4.33]"
44,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 11 Watch replay,Alex Ribeiro,"[3.17, 0.8, 2.43]"
45,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 12 Watch replay,Jack Robinson,"[2.0, 1.6, 5.83, 8.0]"
46,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 12 Watch replay,Michel Bourez,"[5.67, 0.37, 0.87, 0.93, 0.57, 3.9]"
47,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 12 Watch replay,Ryan Callinan,"[2.57, 0.67, 1.87]"
48,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 1 Watch replay,Leonardo Fioravanti,"[1.0, 5.67, 1.07, 0.57, 5.33, 1.77]"
49,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 1 Watch replay,Filipe Toledo,"[0.3, 0.5, 1.77, 0.47, 0.37, 1.23, 0.5]"
50,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 2 Watch replay,Peterson Crisanto,"[0.2, 7.17, 0.27, 1.93]"
51,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 2 Watch replay,Griffin Colapinto,"[1.0, 3.33]"
52,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 3 Watch replay,John John Florence,"[5.17, 8.0, 1.07]"
53,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 3 Watch replay,Connor O'Leary,"[1.67, 3.67, 5.77, 4.17, 3.63]"
54,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 4 Watch replay,Matthew McGillivray,"[2.5, 0.13, 6.67, 7.0, 4.5]"
55,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 4 Watch replay,Seth Moniz,"[0.73, 0.33, 0.87, 8.17, 0.2]"
56,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 5 Watch replay,Jordy Smith,"[0.7, 0.43, 0.63, 8.1, 1.07]"
57,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 5 Watch replay,Mikey Wright,"[1.0, 1.77, 2.83, 0.43, 4.5, 2.43, 0.3]"
58,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 6 Watch replay,Caio Ibelli,"[0.63, 1.43, 5.57, 3.73]"
59,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 6 Watch replay,Wade Carmichael,"[0.9, 1.13, 0.57, 1.77, 4.0]"
60,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 7 Watch replay,Kelly Slater,"[0.5, 0.83, 0.13, 1.07, 6.5, 5.87, 0.9, 6.3]"
61,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 7 Watch replay,Ethan Ewing,"[5.83, 2.77, 0.3, 0.93, 0.43, 0.83]"
62,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 8 Watch replay,Jack Robinson,"[4.0, 9.23, 8.5]"
63,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 8 Watch replay,Julian Wilson,"[0.83, 3.5, 2.6, 6.67, 0.3]"
64,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 9 Watch replay,Italo Ferreira,"[0.43, 0.7, 0.7, 0.87, 4.33, 2.17, 0.97, 0.7, 5.83]"
65,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 9 Watch replay,Sebastian Zietz,"[0.93, 1.13, 0.83, 0.43]"
66,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 10 Watch replay,Ryan Callinan,"[0.67, 0.23, 3.23, 2.37, 4.5, 5.1]"
67,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 10 Watch replay,Yago Dora,"[0.8, 2.67, 0.8, 1.03, 4.0, 0.83, 0.5]"
68,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 11 Watch replay,Jeremy Flores,"[4.5, 0.67, 1.2, 3.17, 4.23, 6.67]"
69,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 11 Watch replay,Joshua Moniz,"[1.23, 1.13, 1.03]"
70,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 12 Watch replay,Miguel Pupo,"[4.1, 4.87, 0.9, 0.43, 5.6, 0.97]"
71,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 12 Watch replay,Kolohe Andino,"[0.77, 1.3, 0.93, 6.4, 0.37, 1.83]"
72,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 13 Watch replay,Gabriel Medina,"[1.13, 7.83, 0.73, 4.0]"
73,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 13 Watch replay,Morgan Cibilic,"[5.67, 0.67]"
74,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 14 Watch replay,Jack Freestone,"[1.0, 0.23, 4.17, 8.83]"
75,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 14 Watch replay,Frederico Morais,"[0.3, 0.87, 2.23, 2.0, 0.37, 3.0, 1.5]"
76,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 15 Watch replay,Jadson Andre,"[1.0, 0.2, 3.33, 0.3, 6.33]"
77,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 15 Watch replay,Michel Bourez,"[0.27, 3.83, 0.5]"
78,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 16 Watch replay,Kanoa Igarashi,"[4.5, 4.3, 3.87, 0.93, 5.5]"
79,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 16 Watch replay,Deivid Silva,"[2.83, 0.5, 0.23, 6.17, 0.9, 0.53, 0.83]"
80,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 1 Watch replay,Leonardo Fioravanti,"[0.23, 1.0, 5.83, 0.8, 4.5]"
81,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 1 Watch replay,Peterson Crisanto,"[0.13, 1.4, 5.2, 1.53]"
82,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 2 Watch replay,John John Florence,"[0.87, 4.5, 0.23, 0.57, 4.0]"
83,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 2 Watch replay,Matthew McGillivray,"[0.27, 1.0, 0.4, 0.83, 4.73]"
84,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 3 Watch replay,Jordy Smith,"[4.5, 7.17, 1.7]"
85,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 3 Watch replay,Caio Ibelli,"[0.63, 0.63, 1.0, 6.43]"
86,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 4 Watch replay,Kelly Slater,"[6.5, 0.5, 0.93, 7.17, 0.77, 5.0, 0.3]"
87,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 4 Watch replay,Jack Robinson,"[1.0, 4.17, 0.43, 7.5, 1.07, 0.9]"
88,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 5 Watch replay,Italo Ferreira,"[0.9, 0.27, 0.97, 2.0, 0.67, 6.0, 0.27, 0.53, 3.0, 7.0]"
89,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 5 Watch replay,Ryan Callinan,"[0.5, 0.57, 0.73, 0.87, 0.37, 0.87, 1.87, 3.4]"
90,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 6 Watch replay,Jeremy Flores,"[1.0, 1.0, 0.8, 0.4, 1.17, 2.17, 2.97, 5.83]"
91,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 6 Watch replay,Miguel Pupo,"[0.5, 0.7, 2.83, 0.67, 0.63, 2.0, 0.83, 0.6, 0.73, 0.5]"
92,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 7 Watch replay,Gabriel Medina,"[0.43, 0.4, 0.73, 5.33, 4.0, 1.33, 0.2, 0.33, 6.23]"
93,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 7 Watch replay,Jack Freestone,"[0.73, 0.4, 0.1, 0.33, 0.17, 5.77, 0.9]"
94,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 8 Watch replay,Kanoa Igarashi,"[5.5, 0.27, 0.9, 6.83]"
95,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 8 Watch replay,Jadson Andre,"[2.0, 0.43, 1.73, 0.53, 0.9, 6.77, 4.77, 0.73, 0.2, 2.67]"
96,2021,Billabong Pipe Masters presented by Hydro Flask,Quarterfinals,Heat 1 Watch replay,John John Florence,"[1.5, 8.6, 3.5, 0.8, 8.6, 9.07, 3.83]"
97,2021,Billabong Pipe Masters presented by Hydro Flask,Quarterfinals,Heat 1 Watch replay,Leonardo Fioravanti,"[1.0, 7.67, 2.5]"
98,2021,Billabong Pipe Masters presented by Hydro Flask,Quarterfinals,Heat 2 Watch replay,Kelly Slater,"[3.33, 0.23, 2.9, 0.67]"
99,2021,Billabong Pipe Masters presented by Hydro Flask,Quarterfinals,Heat 2 Watch replay,Jordy Smith,"[1.0, 0.53, 0.27, 0.9, 0.73]"
100,2021,Billabong Pipe Masters presented by Hydro Flask,Quarterfinals,Heat 3 Watch replay,Italo Ferreira,"[1.0, 2.83, 5.33, 7.17, 6.17, 0.93, 0.27, 0.43]"
101,2021,Billabong Pipe Masters presented by Hydro Flask,Quarterfinals,Heat 3 Watch replay,Jeremy Flores,"[0.97, 2.33, 1.33, 4.93, 5.6, 4.27]"
102,2021,Billabong Pipe Masters presented by Hydro Flask,Quarterfinals,Heat 4 Watch replay,Gabriel Medina,"[0.73, 1.07, 1.1, 1.27, 3.17, 1.33, 5.0, 4.13]"
103,2021,Billabong Pipe Masters presented by Hydro Flask,Quarterfinals,Heat 4 Watch replay,Kanoa Igarashi,"[0.5, 0.87, 4.33, 0.33, 0.77, 2.73, 0.8, 1.93, 0.23]"
104,2021,Billabong Pipe Masters presented by Hydro Flask,Semifinals,Heat 1 Watch replay,John John Florence,"[9.23, 8.93, 7.5, 1.5, 8.0, 0.67]"
105,2021,Billabong Pipe Masters presented by Hydro Flask,Semifinals,Heat 1 Watch replay,Kelly Slater,[]
106,2021,Billabong Pipe Masters presented by Hydro Flask,Semifinals,Heat 2 Watch replay,Gabriel Medina,"[7.0, 1.5, 5.6, 0.6, 0.43]"
107,2021,Billabong Pipe Masters presented by Hydro Flask,Semifinals,Heat 2 Watch replay,Italo Ferreira,"[0.37, 1.0, 7.37, 0.83, 1.2]"
108,2021,Billabong Pipe Masters presented by Hydro Flask,Final,Heat 1 Watch replay,John John Florence,"[1.0, 4.77, 0.27, 6.17, 0.9, 5.57, 5.6]"
109,2021,Billabong Pipe Masters presented by Hydro Flask,Final,Heat 1 Watch replay,Gabriel Medina,"[4.33, 4.43, 6.67, 1.1]"
0,2022,Billabong Pro Pipeline,Elimination Round,Heat 1 Watch replay,Ivan Florence,"[8.0, 0.97, 4.6, 1.37]"
1,2022,Billabong Pro Pipeline,Elimination Round,Heat 1 Watch replay,Lucca Mesinas,"[4.0, 4.5, 2.83, 5.0, 4.3]"
2,2022,Billabong Pro Pipeline,Elimination Round,Heat 1 Watch replay,Morgan Cibilic,"[0.43, 1.4]"
3,2022,Billabong Pro Pipeline,Elimination Round,Heat 2 Watch replay,Jordy Smith,"[1.7, 4.83, 6.0, 9.73]"
4,2022,Billabong Pro Pipeline,Elimination Round,Heat 2 Watch replay,Miguel Tudela,"[3.0, 7.83, 7.0, 3.3, 4.93, 6.2, 5.47]"
5,2022,Billabong Pro Pipeline,Elimination Round,Heat 2 Watch replay,Imaikalani deVault,"[1.0, 0.17, 4.0, 0.5, 7.0, 1.43]"
6,2022,Billabong Pro Pipeline,Elimination Round,Heat 3 Watch replay,Jake Marshall,"[5.5, 3.17, 6.17, 3.93, 1.33, 2.13, 0.53]"
7,2022,Billabong Pro Pipeline,Elimination Round,Heat 3 Watch replay,Frederico Morais,"[8.5, 1.23, 0.57, 0.9, 1.23, 1.4, 2.63]"
8,2022,Billabong Pro Pipeline,Elimination Round,Heat 3 Watch replay,Jordan Lawler,"[0.57, 2.33, 1.77, 7.67, 2.6]"
9,2022,Billabong Pro Pipeline,Elimination Round,Heat 4 Watch replay,Carlos Munoz,"[0.5, 2.7, 1.17, 3.4]"
10,2022,Billabong Pro Pipeline,Elimination Round,Heat 4 Watch replay,Deivid Silva,"[2.33, 1.93, 0.87, 3.17]"
11,2022,Billabong Pro Pipeline,Elimination Round,Heat 4 Watch replay,Jadson Andre,"[1.5, 2.63, 2.0, 0.2, 1.37, 1.8]"
12,2022,Billabong Pro Pipeline,Opening Round,Heat 1 Watch replay,Owen Wright,"[7.17, 6.17, 4.43]"
13,2022,Billabong Pro Pipeline,Opening Round,Heat 1 Watch replay,Ezekiel Lau,"[4.5, 1.0, 0.73, 2.5]"
14,2022,Billabong Pro Pipeline,Opening Round,Heat 1 Watch replay,Jordy Smith,"[5.33, 1.13]"
15,2022,Billabong Pro Pipeline,Opening Round,Heat 2 Watch replay,Griffin Colapinto,"[4.9, 0.23, 1.63, 5.57, 1.17]"
16,2022,Billabong Pro Pipeline,Opening Round,Heat 2 Watch replay,Matthew McGillivray,"[1.2, 5.17, 1.07, 2.5, 0.27]"
17,2022,Billabong Pro Pipeline,Opening Round,Heat 2 Watch replay,Jordan Lawler,"[0.37, 3.83, 0.57, 1.77, 0.23]"
18,2022,Billabong Pro Pipeline,Opening Round,Heat 3 Watch replay,Connor O'Leary,"[7.83, 3.0, 3.23, 7.67, 1.4]"
19,2022,Billabong Pro Pipeline,Opening Round,Heat 3 Watch replay,Caio Ibelli,"[1.07, 4.07, 6.0, 1.13, 1.4]"
20,2022,Billabong Pro Pipeline,Opening Round,Heat 3 Watch replay,Morgan Cibilic,"[3.67, 1.5]"
21,2022,Billabong Pro Pipeline,Opening Round,Heat 4 Watch replay,Barron Mamiya,"[8.17, 6.5, 8.4, 6.1, 0.63, 0.33]"
22,2022,Billabong Pro Pipeline,Opening Round,Heat 4 Watch replay,Conner Coffin,"[4.67, 1.03, 4.83, 4.8]"
23,2022,Billabong Pro Pipeline,Opening Round,Heat 4 Watch replay,Jake Marshall,"[1.0, 1.23, 1.2]"
24,2022,Billabong Pro Pipeline,Opening Round,Heat 5 Watch replay,Italo Ferreira,"[1.23, 1.0, 5.83, 1.17]"
25,2022,Billabong Pro Pipeline,Opening Round,Heat 5 Watch replay,Callum Robson,"[2.0, 1.57, 1.33, 4.17]"
26,2022,Billabong Pro Pipeline,Opening Round,Heat 5 Watch replay,Miguel Tudela,"[1.0, 2.5, 1.53, 1.33]"
27,2022,Billabong Pro Pipeline,Opening Round,Heat 6 Watch replay,Filipe Toledo,"[2.5, 4.5, 0.8]"
28,2022,Billabong Pro Pipeline,Opening Round,Heat 6 Watch replay,Samuel Pupo,"[3.5, 1.07, 0.5, 0.43]"
29,2022,Billabong Pro Pipeline,Opening Round,Heat 6 Watch replay,Ivan Florence,[0.23]
30,2022,Billabong Pro Pipeline,Opening Round,Heat 7 Watch replay,Seth Moniz,"[7.57, 8.07, 6.73, 8.37]"
31,2022,Billabong Pro Pipeline,Opening Round,Heat 7 Watch replay,Kanoa Igarashi,"[9.0, 0.27, 0.87, 3.0]"
32,2022,Billabong Pro Pipeline,Opening Round,Heat 7 Watch replay,Carlos Munoz,"[0.2, 3.83, 5.67]"
33,2022,Billabong Pro Pipeline,Opening Round,Heat 8 Watch replay,Jackson Baker,"[2.23, 1.1, 4.2]"
34,2022,Billabong Pro Pipeline,Opening Round,Heat 8 Watch replay,Miguel Pupo,"[4.17, 2.03, 0.93, 0.47, 1.13]"
35,2022,Billabong Pro Pipeline,Opening Round,Heat 8 Watch replay,Frederico Morais,"[1.5, 0.5, 3.83, 1.07]"
36,2022,Billabong Pro Pipeline,Opening Round,Heat 9 Watch replay,John John Florence,"[1.0, 1.23, 7.0, 8.53, 6.87, 8.6]"
37,2022,Billabong Pro Pipeline,Opening Round,Heat 9 Watch replay,Joao Chianca,"[8.43, 0.87, 3.87, 1.33, 6.87, 3.3, 0.17, 6.0, 0.5]"
38,2022,Billabong Pro Pipeline,Opening Round,Heat 9 Watch replay,Jadson Andre,"[4.67, 3.17, 0.23, 0.5, 2.5, 0.43, 0.6, 1.07]"
39,2022,Billabong Pro Pipeline,Opening Round,Heat 10 Watch replay,Jack Robinson,"[9.17, 9.5, 8.87]"
40,2022,Billabong Pro Pipeline,Opening Round,Heat 10 Watch replay,Kelly Slater,"[8.0, 5.87, 8.57]"
41,2022,Billabong Pro Pipeline,Opening Round,Heat 10 Watch replay,Lucca Mesinas,"[0.5, 5.83, 2.1, 6.3]"
42,2022,Billabong Pro Pipeline,Opening Round,Heat 11 Watch replay,Ethan Ewing,"[7.93, 3.67, 4.83, 0.8]"
43,2022,Billabong Pro Pipeline,Opening Round,Heat 11 Watch replay,Kolohe Andino,"[0.6, 3.77]"
44,2022,Billabong Pro Pipeline,Opening Round,Heat 11 Watch replay,Imaikalani deVault,"[0.73, 0.77]"
45,2022,Billabong Pro Pipeline,Opening Round,Heat 12 Watch replay,Nat Young,"[9.4, 0.97, 2.6, 1.4, 0.63, 2.43]"
46,2022,Billabong Pro Pipeline,Opening Round,Heat 12 Watch replay,Leonardo Fioravanti,"[0.37, 2.6, 5.17, 3.43]"
47,2022,Billabong Pro Pipeline,Opening Round,Heat 12 Watch replay,Deivid Silva,"[0.63, 0.93, 1.77, 2.67, 3.5, 3.5]"
48,2022,Billabong Pro Pipeline,Round of 32,Heat 1 Watch replay,Barron Mamiya,"[5.0, 3.67, 5.77, 4.93, 1.8]"
49,2022,Billabong Pro Pipeline,Round of 32,Heat 1 Watch replay,Conner Coffin,"[1.0, 1.23, 5.67, 2.9]"
50,2022,Billabong Pro Pipeline,Round of 32,Heat 2 Watch replay,Kelly Slater,"[4.17, 4.1, 1.13, 1.2, 1.37, 7.0, 4.7]"
51,2022,Billabong Pro Pipeline,Round of 32,Heat 2 Watch replay,Jake Marshall,[1.5]
52,2022,Billabong Pro Pipeline,Round of 32,Heat 3 Watch replay,Kanoa Igarashi,"[0.23, 3.17, 2.43, 4.5, 0.43, 2.37]"
53,2022,Billabong Pro Pipeline,Round of 32,Heat 3 Watch replay,Owen Wright,"[2.83, 2.8, 1.0]"
54,2022,Billabong Pro Pipeline,Round of 32,Heat 4 Watch replay,Leonardo Fioravanti,"[1.0, 3.33, 0.67, 6.33]"
55,2022,Billabong Pro Pipeline,Round of 32,Heat 4 Watch replay,Nat Young,"[0.57, 2.33, 2.07, 0.9, 0.57, 5.0, 1.2, 1.07, 0.93]"
56,2022,Billabong Pro Pipeline,Round of 32,Heat 5 Watch replay,Italo Ferreira,"[6.5, 1.37, 5.43, 7.17, 4.7, 1.13]"
57,2022,Billabong Pro Pipeline,Round of 32,Heat 5 Watch replay,Miguel Tudela,"[0.57, 0.9, 3.93, 1.43, 5.67, 2.5]"
58,2022,Billabong Pro Pipeline,Round of 32,Heat 6 Watch replay,Miguel Pupo,"[2.43, 1.0, 3.67, 5.67, 7.17]"
59,2022,Billabong Pro Pipeline,Round of 32,Heat 6 Watch replay,Connor O'Leary,"[0.67, 2.43, 4.67, 0.2, 0.7, 1.2]"
60,2022,Billabong Pro Pipeline,Round of 32,Heat 7 Watch replay,Carlos Munoz,"[1.0, 0.57, 6.77, 5.6, 5.0]"
61,2022,Billabong Pro Pipeline,Round of 32,Heat 7 Watch replay,Frederico Morais,"[1.77, 2.1, 0.3, 3.43, 1.2, 4.0]"
62,2022,Billabong Pro Pipeline,Round of 32,Heat 8 Watch replay,Lucca Mesinas,"[3.5, 0.73, 4.5, 3.5, 1.17, 3.03, 5.4, 0.3, 6.83]"
63,2022,Billabong Pro Pipeline,Round of 32,Heat 8 Watch replay,Kolohe Andino,"[2.5, 1.0, 4.23, 4.03, 4.7, 6.0, 5.1, 5.07]"
64,2022,Billabong Pro Pipeline,Round of 32,Heat 9 Watch replay,Filipe Toledo,"[2.2, 2.57, 7.67, 0.9, 3.17, 4.77]"
65,2022,Billabong Pro Pipeline,Round of 32,Heat 9 Watch replay,Ivan Florence,"[2.5, 5.5, 0.2, 2.73, 0.23, 1.57, 4.0]"
66,2022,Billabong Pro Pipeline,Round of 32,Heat 10 Watch replay,Seth Moniz,"[3.33, 4.0, 0.93, 4.5, 7.5, 1.2, 1.43, 0.8, 3.97]"
67,2022,Billabong Pro Pipeline,Round of 32,Heat 10 Watch replay,Ezekiel Lau,"[0.73, 4.1, 0.73, 6.17, 1.0, 1.03]"
68,2022,Billabong Pro Pipeline,Round of 32,Heat 11 Watch replay,Joao Chianca,"[1.0, 6.67, 6.7, 3.4, 1.23]"
69,2022,Billabong Pro Pipeline,Round of 32,Heat 11 Watch replay,Jack Robinson,"[2.5, 5.83, 0.23, 1.37, 2.03]"
70,2022,Billabong Pro Pipeline,Round of 32,Heat 12 Watch replay,John John Florence,"[4.0, 5.33, 4.3, 8.5, 1.63, 6.07]"
71,2022,Billabong Pro Pipeline,Round of 32,Heat 12 Watch replay,Jackson Baker,"[2.67, 2.73, 0.33, 2.0]"
72,2022,Billabong Pro Pipeline,Round of 32,Heat 13 Watch replay,Caio Ibelli,"[7.33, 0.2, 3.9]"
73,2022,Billabong Pro Pipeline,Round of 32,Heat 13 Watch replay,Griffin Colapinto,"[2.1, 5.5, 1.0, 1.33, 0.23, 4.93]"
74,2022,Billabong Pro Pipeline,Round of 32,Heat 14 Watch replay,Callum Robson,"[6.1, 0.5, 3.83, 2.2, 0.9, 1.37, 4.87]"
75,2022,Billabong Pro Pipeline,Round of 32,Heat 14 Watch replay,Ethan Ewing,"[2.5, 3.1, 5.5, 3.77, 4.5, 2.8]"
76,2022,Billabong Pro Pipeline,Round of 32,Heat 15 Watch replay,Samuel Pupo,"[0.17, 0.63, 1.77, 0.93, 3.07, 3.5, 5.67, 8.33]"
77,2022,Billabong Pro Pipeline,Round of 32,Heat 15 Watch replay,Deivid Silva,"[2.33, 2.93, 0.67, 0.97, 1.7, 0.5, 0.53, 1.6]"
78,2022,Billabong Pro Pipeline,Round of 32,Heat 16 Watch replay,Jordy Smith,"[1.17, 6.5, 0.73, 7.5]"
79,2022,Billabong Pro Pipeline,Round of 32,Heat 16 Watch replay,Matthew McGillivray,"[0.93, 8.27, 1.73, 1.13, 0.63, 1.47]"
80,2022,Billabong Pro Pipeline,Round of 16,Heat 1 Watch replay,Kelly Slater,"[5.17, 1.27, 8.0, 1.5, 9.23]"
81,2022,Billabong Pro Pipeline,Round of 16,Heat 1 Watch replay,Barron Mamiya,"[1.23, 6.5, 8.67, 1.33, 6.27]"
82,2022,Billabong Pro Pipeline,Round of 16,Heat 2 Watch replay,Kanoa Igarashi,"[0.73, 1.17, 3.83, 6.17, 2.77, 5.53]"
83,2022,Billabong Pro Pipeline,Round of 16,Heat 2 Watch replay,Leonardo Fioravanti,"[0.43, 4.67, 0.93, 5.83, 1.1, 0.43]"
84,2022,Billabong Pro Pipeline,Round of 16,Heat 3 Watch replay,Miguel Pupo,"[4.2, 1.03, 7.33, 5.07]"
85,2022,Billabong Pro Pipeline,Round of 16,Heat 3 Watch replay,Italo Ferreira,"[4.83, 3.9, 1.07, 1.3, 3.87, 1.27, 1.67, 0.5]"
86,2022,Billabong Pro Pipeline,Round of 16,Heat 4 Watch replay,Lucca Mesinas,"[2.0, 1.07]"
87,2022,Billabong Pro Pipeline,Round of 16,Heat 4 Watch replay,Carlos Munoz,[]
88,2022,Billabong Pro Pipeline,Round of 16,Heat 5 Watch replay,Seth Moniz,"[1.0, 1.23, 3.67, 1.13, 4.33]"
89,2022,Billabong Pro Pipeline,Round of 16,Heat 5 Watch replay,Filipe Toledo,"[0.5, 3.0]"
90,2022,Billabong Pro Pipeline,Round of 16,Heat 6 Watch replay,John John Florence,"[1.5, 0.93, 0.57, 9.77, 8.0, 6.83, 1.5]"
91,2022,Billabong Pro Pipeline,Round of 16,Heat 6 Watch replay,Joao Chianca,"[0.63, 3.5, 9.87, 6.17, 2.9, 6.87]"
92,2022,Billabong Pro Pipeline,Round of 16,Heat 7 Watch replay,Caio Ibelli,"[1.77, 6.33, 6.5, 2.03]"
93,2022,Billabong Pro Pipeline,Round of 16,Heat 7 Watch replay,Callum Robson,"[0.27, 1.73, 1.1, 3.5, 1.0, 0.6]"
94,2022,Billabong Pro Pipeline,Round of 16,Heat 8 Watch replay,Samuel Pupo,"[1.87, 7.83, 1.23, 7.33, 2.0, 1.57]"
95,2022,Billabong Pro Pipeline,Round of 16,Heat 8 Watch replay,Jordy Smith,"[1.13, 7.07]"
96,2022,Billabong Pro Pipeline,Quarterfinals,Heat 1 Watch replay,Kelly Slater,"[5.83, 7.67, 1.07, 1.37, 6.5, 0.67]"
97,2022,Billabong Pro Pipeline,Quarterfinals,Heat 1 Watch replay,Kanoa Igarashi,"[3.17, 1.67, 0.27, 4.33, 1.23]"
98,2022,Billabong Pro Pipeline,Quarterfinals,Heat 2 Watch replay,Miguel Pupo,"[0.5, 6.5, 1.57, 1.6]"
99,2022,Billabong Pro Pipeline,Quarterfinals,Heat 2 Watch replay,Lucca Mesinas,"[0.37, 5.0, 1.0]"
100,2022,Billabong Pro Pipeline,Quarterfinals,Heat 3 Watch replay,Seth Moniz,"[9.6, 5.0, 8.33]"
101,2022,Billabong Pro Pipeline,Quarterfinals,Heat 3 Watch replay,John John Florence,"[1.23, 7.67, 9.0, 1.17]"
102,2022,Billabong Pro Pipeline,Quarterfinals,Heat 4 Watch replay,Caio Ibelli,"[5.0, 6.67]"
103,2022,Billabong Pro Pipeline,Quarterfinals,Heat 4 Watch replay,Samuel Pupo,"[0.5, 1.0, 0.73]"
104,2022,Billabong Pro Pipeline,Semifinals,Heat 1 Watch replay,Kelly Slater,"[0.5, 0.5, 8.33, 1.43, 1.13]"
105,2022,Billabong Pro Pipeline,Semifinals,Heat 1 Watch replay,Miguel Pupo,"[2.25, 6.33, 3.17]"
106,2022,Billabong Pro Pipeline,Semifinals,Heat 2 Watch replay,Seth Moniz,"[1.77, 5.67, 0.8, 7.83, 0.2, 1.23, 0.33]"
107,2022,Billabong Pro Pipeline,Semifinals,Heat 2 Watch replay,Caio Ibelli,"[1.23, 1.2, 4.83, 0.63, 1.5, 1.0, 0.23]"
108,2022,Billabong Pro Pipeline,Final,Heat 1 Watch replay,Kelly Slater,"[1.77, 1.37, 9.0, 7.17, 8.17, 9.77]"
109,2022,Billabong Pro Pipeline,Final,Heat 1 Watch replay,Seth Moniz,"[0.4, 1.0, 1.03, 1.53, 3.1, 0.37, 9.43]"
